# uid	ticker	name	region	category	provider	datasource	symbol	frequency	uid	foreign_currency	domestic_currency	bbid	maturity	type
3953	TDCNH8M	Chinese Yuan Offshore To United States Dollar 8 Month Forward	China	FX	Refinitiv	Datastream	TDCNH8M	B	3953	USD	CNH	USDCNH	8m	Outright
3954	TDCNHON	Chinese Yuan Offshore To United States Dollar Overnight	China	FX	Refinitiv	Datastream	TDCNHON	B	3954	USD	CNH	USDCNH	ON	Outright
3955	TDCNHSN	Chinese Yuan Offshore To United States Dollar Tomorrow-Next	China	FX	Refinitiv	Datastream	TDCNHSN	B	3955	USD	CNH	USDCNH	TN	Outright
3956	TDCNHSW	Chinese Yuan Offshore To United States Dollar Spot-Week	China	FX	Refinitiv	Datastream	TDCNHSW	B	3956	USD	CNH	USDCNH	SW	Outright
3957	TDCNHTN	Chinese Yuan Offshore To United States Dollar Tomorrow-Next	China	FX	Refinitiv	Datastream	TDCNHTN	B	3957	USD	CNH	USDCNH	TN	Outright
3958	TDCNY11	Chinese Yuan Renminbi To United States Dollar 11 Month Forward	China	FX	Refinitiv	Datastream	TDCNY11	B	3958	USD	CNY	USDCNY	11m	Outright
3959	TDCNY2Y	Chinese Yuan Renminbi To United States Dollar 2 Year Forward	China	FX	Refinitiv	Datastream	TDCNY2Y	B	3959	USD	CNY	USDCNY	2y	Outright
3960	TDCNY3Y	Chinese Yuan Renminbi To United States Dollar 3 Year Forward	China	FX	Refinitiv	Datastream	TDCNY3Y	B	3960	USD	CNY	USDCNY	3y	Outright
3961	TDCNY4M	Chinese Yuan Renminbi To United States Dollar 4 Month Forward	China	FX	Refinitiv	Datastream	TDCNY4M	B	3961	USD	CNY	USDCNY	4m	Outright
3962	TDCNY4Y	Chinese Yuan Renminbi To United States Dollar 4 Year Forward	China	FX	Refinitiv	Datastream	TDCNY4Y	B	3962	USD	CNY	USDCNY	4y	Outright
3963	TDCNY5M	Chinese Yuan Renminbi To United States Dollar 5 Month Forward	China	FX	Refinitiv	Datastream	TDCNY5M	B	3963	USD	CNY	USDCNY	5m	Outright
3964	TDCNY5Y	Chinese Yuan Renminbi To United States Dollar 5 Year Forward	China	FX	Refinitiv	Datastream	TDCNY5Y	B	3964	USD	CNY	USDCNY	5y	Outright
3965	TDCNY6Y	Chinese Yuan Renminbi To United States Dollar 6 Year Forward	China	FX	Refinitiv	Datastream	TDCNY6Y	B	3965	USD	CNY	USDCNY	6y	Outright
3966	TDCNY7M	Chinese Yuan Renminbi To United States Dollar 7 Month Forward	China	FX	Refinitiv	Datastream	TDCNY7M	B	3966	USD	CNY	USDCNY	7m	Outright
3967	TDCNY7Y	Chinese Yuan Renminbi To United States Dollar 7 Year Forward	China	FX	Refinitiv	Datastream	TDCNY7Y	B	3967	USD	CNY	USDCNY	7y	Outright
3968	TDCNY8M	Chinese Yuan Renminbi To United States Dollar 8 Month Forward	China	FX	Refinitiv	Datastream	TDCNY8M	B	3968	USD	CNY	USDCNY	8m	Outright
3969	TDCNY8Y	Chinese Yuan Renminbi To United States Dollar 8 Year Forward	China	FX	Refinitiv	Datastream	TDCNY8Y	B	3969	USD	CNY	USDCNY	8y	Outright
3970	TDCNY9Y	Chinese Yuan Renminbi To United States Dollar 9 Year Forward	China	FX	Refinitiv	Datastream	TDCNY9Y	B	3970	USD	CNY	USDCNY	9y	Outright
3971	TDCNYON	Chinese Yuan Renminbi To United States Dollar Overnight	China	FX	Refinitiv	Datastream	TDCNYON	B	3971	USD	CNY	USDCNY	ON	Outright
3972	TDCNYTN	Chinese Yuan Renminbi To United States Dollar Tomorrow-Next	China	FX	Refinitiv	Datastream	TDCNYTN	B	3972	USD	CNY	USDCNY	TN	Outright
3973	TDCNYXM	Chinese Yuan Renminbi To United States Dollar 10 Month Forward	China	FX	Refinitiv	Datastream	TDCNYXM	B	3973	USD	CNY	USDCNY	10m	Outright
3974	TDCNYXY	Chinese Yuan Renminbi To United States Dollar 10 Year Forward	China	FX	Refinitiv	Datastream	TDCNYXY	B	3974	USD	CNY	USDCNY	10y	Outright
3975	TDCUPSP	Cuban Peso To United States Dollar Spot	Cuba	FX	Refinitiv	Datastream	TDCUPSP	B	3975	USD	CUP	USDCUP	0m	Outright
3976	TDCZKON	Czech Koruna To United States Dollar Overnight	Czech Republic	FX	Refinitiv	Datastream	TDCZKON	B	3976	USD	CZK	USDCZK	ON	Outright
3977	TDCZKSN	Czech Koruna To United States Dollar Tomorrow-Next	Czech Republic	FX	Refinitiv	Datastream	TDCZKSN	B	3977	USD	CZK	USDCZK	TN	Outright
3978	TDCZKTN	Czech Koruna To United States Dollar Tomorrow-Next	Czech Republic	FX	Refinitiv	Datastream	TDCZKTN	B	3978	USD	CZK	USDCZK	TN	Outright
3979	TDDJFSP	Djiboutian Franc To United States Dollar Spot	Djibouti	FX	Refinitiv	Datastream	TDDJFSP	B	3979	USD	DJF	USDDJF	0m	Outright
3980	TDDKK11	Danish Krone To United States Dollar 11 Month Forward	Denmark	FX	Refinitiv	Datastream	TDDKK11	B	3980	USD	DKK	USDDKK	11m	Outright
3981	TDDKK18	Danish Krone To United States Dollar 18 Month Forward	Denmark	FX	Refinitiv	Datastream	TDDKK18	B	3981	USD	DKK	USDDKK	18m	Outright
3982	TDDKK2Y	Danish Krone To United States Dollar 2 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKK2Y	B	3982	USD	DKK	USDDKK	2y	Outright
3983	TDDKK3Y	Danish Krone To United States Dollar 3 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKK3Y	B	3983	USD	DKK	USDDKK	3y	Outright
3984	TDDKK4M	Danish Krone To United States Dollar 4 Month Forward	Denmark	FX	Refinitiv	Datastream	TDDKK4M	B	3984	USD	DKK	USDDKK	4m	Outright
3985	TDDKK4Y	Danish Krone To United States Dollar 4 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKK4Y	B	3985	USD	DKK	USDDKK	4y	Outright
3986	TDDKK5M	Danish Krone To United States Dollar 5 Month Forward	Denmark	FX	Refinitiv	Datastream	TDDKK5M	B	3986	USD	DKK	USDDKK	5m	Outright
3987	TDDKK5Y	Danish Krone To United States Dollar 5 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKK5Y	B	3987	USD	DKK	USDDKK	5y	Outright
3988	TDDKK6Y	Danish Krone To United States Dollar 6 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKK6Y	B	3988	USD	DKK	USDDKK	6y	Outright
3989	TDDKK7M	Danish Krone To United States Dollar 7 Month Forward	Denmark	FX	Refinitiv	Datastream	TDDKK7M	B	3989	USD	DKK	USDDKK	7m	Outright
3990	TDDKK8M	Danish Krone To United States Dollar 8 Month Forward	Denmark	FX	Refinitiv	Datastream	TDDKK8M	B	3990	USD	DKK	USDDKK	8m	Outright
3991	TDDKK8Y	Danish Krone To United States Dollar 8 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKK8Y	B	3991	USD	DKK	USDDKK	8y	Outright
3992	TDDKK9Y	Danish Krone To United States Dollar 9 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKK9Y	B	3992	USD	DKK	USDDKK	9y	Outright
3993	TDDKKON	Danish Krone To United States Dollar Overnight	Denmark	FX	Refinitiv	Datastream	TDDKKON	B	3993	USD	DKK	USDDKK	ON	Outright
3994	TDDKKSN	Danish Krone To United States Dollar Tomorrow-Next	Denmark	FX	Refinitiv	Datastream	TDDKKSN	B	3994	USD	DKK	USDDKK	TN	Outright
3995	TDDKKTN	Danish Krone To United States Dollar Tomorrow-Next	Denmark	FX	Refinitiv	Datastream	TDDKKTN	B	3995	USD	DKK	USDDKK	TN	Outright
3996	TDDKKXM	Danish Krone To United States Dollar 10 Month Forward	Denmark	FX	Refinitiv	Datastream	TDDKKXM	B	3996	USD	DKK	USDDKK	10m	Outright
3997	TDDKKXY	Danish Krone To United States Dollar 10 Year Forward	Denmark	FX	Refinitiv	Datastream	TDDKKXY	B	3997	USD	DKK	USDDKK	10y	Outright
3998	TDERNSP	Eritrean Nakfa To United States Dollar Spot	Eritrea	FX	Refinitiv	Datastream	TDERNSP	B	3998	USD	ERN	USDERN	0m	Outright
3999	TDEU15M	United States Dollar To Euro 15 Month Forward	United States	FX	Refinitiv	Datastream	TDEU15M	B	3999	EUR	USD	EURUSD	15m	Outright
4000	TDEU21M	United States Dollar To Euro 21 Month Forward	United States	FX	Refinitiv	Datastream	TDEU21M	B	4000	EUR	USD	EURUSD	21m	Outright
4001	TDEU30M	United States Dollar To Euro 30 Month Forward	United States	FX	Refinitiv	Datastream	TDEU30M	B	4001	EUR	USD	EURUSD	30m	Outright
4002	TDEUR11	United States Dollar To Euro 11 Month Forward	United States	FX	Refinitiv	Datastream	TDEUR11	B	4002	EUR	USD	EURUSD	11m	Outright
4003	TDEUR12	United States Dollar To Euro 12 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR12	B	4003	EUR	USD	EURUSD	12y	Outright
4004	TDEUR15	United States Dollar To Euro 15 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR15	B	4004	EUR	USD	EURUSD	15y	Outright
4005	TDEUR18	United States Dollar To Euro 18 Month Forward	United States	FX	Refinitiv	Datastream	TDEUR18	B	4005	EUR	USD	EURUSD	18m	Outright
4006	TDEUR20	United States Dollar To Euro 20 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR20	B	4006	EUR	USD	EURUSD	20y	Outright
4007	TDEUR2Y	United States Dollar To Euro 2 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR2Y	B	4007	EUR	USD	EURUSD	2y	Outright
4008	TDEUR3Y	United States Dollar To Euro 3 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR3Y	B	4008	EUR	USD	EURUSD	3y	Outright
4009	TDEUR4M	United States Dollar To Euro 4 Month Forward	United States	FX	Refinitiv	Datastream	TDEUR4M	B	4009	EUR	USD	EURUSD	4m	Outright
4010	TDEUR4Y	United States Dollar To Euro 4 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR4Y	B	4010	EUR	USD	EURUSD	4y	Outright
4011	TDEUR5M	United States Dollar To Euro 5 Month Forward	United States	FX	Refinitiv	Datastream	TDEUR5M	B	4011	EUR	USD	EURUSD	5m	Outright
4012	TDEUR5Y	United States Dollar To Euro 5 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR5Y	B	4012	EUR	USD	EURUSD	5y	Outright
4013	TDEUR6Y	United States Dollar To Euro 6 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR6Y	B	4013	EUR	USD	EURUSD	6y	Outright
4014	TDEUR7M	United States Dollar To Euro 7 Month Forward	United States	FX	Refinitiv	Datastream	TDEUR7M	B	4014	EUR	USD	EURUSD	7m	Outright
4015	TDEUR7Y	United States Dollar To Euro 7 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR7Y	B	4015	EUR	USD	EURUSD	7y	Outright
4016	TDEUR8M	United States Dollar To Euro 8 Month Forward	United States	FX	Refinitiv	Datastream	TDEUR8M	B	4016	EUR	USD	EURUSD	8m	Outright
4017	TDEUR8Y	United States Dollar To Euro 8 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR8Y	B	4017	EUR	USD	EURUSD	8y	Outright
4018	TDEUR9Y	United States Dollar To Euro 9 Year Forward	United States	FX	Refinitiv	Datastream	TDEUR9Y	B	4018	EUR	USD	EURUSD	9y	Outright
4019	TDEURON	United States Dollar To Euro Overnight	United States	FX	Refinitiv	Datastream	TDEURON	B	4019	EUR	USD	EURUSD	ON	Outright
4020	TDEURSN	United States Dollar To Euro Tomorrow-Next	United States	FX	Refinitiv	Datastream	TDEURSN	B	4020	EUR	USD	EURUSD	TN	Outright
4021	TDEURTN	United States Dollar To Euro Tomorrow-Next	United States	FX	Refinitiv	Datastream	TDEURTN	B	4021	EUR	USD	EURUSD	TN	Outright
4022	TDEURXM	United States Dollar To Euro 10 Month Forward	United States	FX	Refinitiv	Datastream	TDEURXM	B	4022	EUR	USD	EURUSD	10m	Outright
4023	TDEURXY	United States Dollar To Euro 10 Year Forward	United States	FX	Refinitiv	Datastream	TDEURXY	B	4023	EUR	USD	EURUSD	10y	Outright
4024	TDGB10Y	United States Dollar To United Kingdom Pound 10 Year Forward	United States	FX	Refinitiv	Datastream	TDGB10Y	B	4024	GBP	USD	GBPUSD	10y	Outright
4025	TDGB12Y	United States Dollar To United Kingdom Pound 12 Year Forward	United States	FX	Refinitiv	Datastream	TDGB12Y	B	4025	GBP	USD	GBPUSD	12y	Outright
4026	TDGB15M	United States Dollar To United Kingdom Pound 15 Month Forward	United States	FX	Refinitiv	Datastream	TDGB15M	B	4026	GBP	USD	GBPUSD	15m	Outright
4027	TDGB15Y	United States Dollar To United Kingdom Pound 15 Year Forward	United States	FX	Refinitiv	Datastream	TDGB15Y	B	4027	GBP	USD	GBPUSD	15y	Outright
4028	TDGB18M	United States Dollar To United Kingdom Pound 18 Month Forward	United States	FX	Refinitiv	Datastream	TDGB18M	B	4028	GBP	USD	GBPUSD	18m	Outright
4029	TDGB20Y	United States Dollar To United Kingdom Pound 20 Year Forward	United States	FX	Refinitiv	Datastream	TDGB20Y	B	4029	GBP	USD	GBPUSD	20y	Outright
4030	TDGB21M	United States Dollar To United Kingdom Pound 21 Month Forward	United States	FX	Refinitiv	Datastream	TDGB21M	B	4030	GBP	USD	GBPUSD	21m	Outright
4031	TDGB30M	United States Dollar To United Kingdom Pound 30 Month Forward	United States	FX	Refinitiv	Datastream	TDGB30M	B	4031	GBP	USD	GBPUSD	30m	Outright
4032	TDGBP10	United States Dollar To United Kingdom Pound 10 Month Forward	United States	FX	Refinitiv	Datastream	TDGBP10	B	4032	GBP	USD	GBPUSD	10m	Outright
4033	TDGBP11	United States Dollar To United Kingdom Pound 11 Month Forward	United States	FX	Refinitiv	Datastream	TDGBP11	B	4033	GBP	USD	GBPUSD	11m	Outright
4034	TDGBP2Y	United States Dollar To United Kingdom Pound 2 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP2Y	B	4034	GBP	USD	GBPUSD	2y	Outright
4035	TDGBP3Y	United States Dollar To United Kingdom Pound 3 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP3Y	B	4035	GBP	USD	GBPUSD	3y	Outright
4036	TDGBP4M	United States Dollar To United Kingdom Pound 4 Month Forward	United States	FX	Refinitiv	Datastream	TDGBP4M	B	4036	GBP	USD	GBPUSD	4m	Outright
4037	TDGBP4Y	United States Dollar To United Kingdom Pound 4 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP4Y	B	4037	GBP	USD	GBPUSD	4y	Outright
4038	TDGBP5M	United States Dollar To United Kingdom Pound 5 Month Forward	United States	FX	Refinitiv	Datastream	TDGBP5M	B	4038	GBP	USD	GBPUSD	5m	Outright
4039	TDGBP5Y	United States Dollar To United Kingdom Pound 5 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP5Y	B	4039	GBP	USD	GBPUSD	5y	Outright
4040	TDGBP6Y	United States Dollar To United Kingdom Pound 6 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP6Y	B	4040	GBP	USD	GBPUSD	6y	Outright
4041	TDGBP7M	United States Dollar To United Kingdom Pound 7 Month Forward	United States	FX	Refinitiv	Datastream	TDGBP7M	B	4041	GBP	USD	GBPUSD	7m	Outright
4042	TDGBP7Y	United States Dollar To United Kingdom Pound 7 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP7Y	B	4042	GBP	USD	GBPUSD	7y	Outright
4043	TDGBP8M	United States Dollar To United Kingdom Pound 8 Month Forward	United States	FX	Refinitiv	Datastream	TDGBP8M	B	4043	GBP	USD	GBPUSD	8m	Outright
4044	TDGBP8Y	United States Dollar To United Kingdom Pound 8 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP8Y	B	4044	GBP	USD	GBPUSD	8y	Outright
4045	TDGBP9Y	United States Dollar To United Kingdom Pound 9 Year Forward	United States	FX	Refinitiv	Datastream	TDGBP9Y	B	4045	GBP	USD	GBPUSD	9y	Outright
4046	TDGBPON	United States Dollar To United Kingdom Pound Overnight	United States	FX	Refinitiv	Datastream	TDGBPON	B	4046	GBP	USD	GBPUSD	ON	Outright
4047	TDGBPSN	United States Dollar To United Kingdom Pound Tomorrow-Next	United States	FX	Refinitiv	Datastream	TDGBPSN	B	4047	GBP	USD	GBPUSD	TN	Outright
4048	TDGBPTN	United States Dollar To United Kingdom Pound Tomorrow-Next	United States	FX	Refinitiv	Datastream	TDGBPTN	B	4048	GBP	USD	GBPUSD	TN	Outright
4049	TDHKD10	Hong Kong Dollar To United States Dollar 10 Year Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD10	B	4049	USD	HKD	USDHKD	10y	Outright
4050	TDHKD2Y	Hong Kong Dollar To United States Dollar 2 Year Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD2Y	B	4050	USD	HKD	USDHKD	2y	Outright
4051	TDHKD3Y	Hong Kong Dollar To United States Dollar 3 Year Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD3Y	B	4051	USD	HKD	USDHKD	3y	Outright
4052	TDHKD4Y	Hong Kong Dollar To United States Dollar 4 Year Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD4Y	B	4052	USD	HKD	USDHKD	4y	Outright
4053	TDHKD5Y	Hong Kong Dollar To United States Dollar 5 Year Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD5Y	B	4053	USD	HKD	USDHKD	5y	Outright
4054	TDHKD7Y	Hong Kong Dollar To United States Dollar 7 Year Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD7Y	B	4054	USD	HKD	USDHKD	7y	Outright
4055	TDHKDON	Hong Kong Dollar To United States Dollar Overnight	Hong Kong	FX	Refinitiv	Datastream	TDHKDON	B	4055	USD	HKD	USDHKD	ON	Outright
4056	TDHKDSN	Hong Kong Dollar To United States Dollar Tomorrow-Next	Hong Kong	FX	Refinitiv	Datastream	TDHKDSN	B	4056	USD	HKD	USDHKD	TN	Outright
4057	TDHKDTN	Hong Kong Dollar To United States Dollar Tomorrow-Next	Hong Kong	FX	Refinitiv	Datastream	TDHKDTN	B	4057	USD	HKD	USDHKD	TN	Outright
4058	TDHNLSP	Honduran Lempira To United States Dollar Spot	Honduras	FX	Refinitiv	Datastream	TDHNLSP	B	4058	USD	HNL	USDHNL	0m	Outright
4059	TDHUFON	Hungarian Forint To United States Dollar Overnight	Hungary	FX	Refinitiv	Datastream	TDHUFON	B	4059	USD	HUF	USDHUF	ON	Outright
4060	TDHUFTN	Hungarian Forint To United States Dollar Tomorrow-Next	Hungary	FX	Refinitiv	Datastream	TDHUFTN	B	4060	USD	HUF	USDHUF	TN	Outright
4061	TDIDRON	Indonesian Rupiah To United States Dollar Overnight	Indonesia	FX	Refinitiv	Datastream	TDIDRON	B	4061	USD	IDR	USDIDR	ON	Outright
4062	TDIDRTN	Indonesian Rupiah To United States Dollar Tomorrow-Next	Indonesia	FX	Refinitiv	Datastream	TDIDRTN	B	4062	USD	IDR	USDIDR	TN	Outright
4063	TDINR10	Indian Rupee To United States Dollar 10 Month Forward	India	FX	Refinitiv	Datastream	TDINR10	B	4063	USD	INR	USDINR	10m	Outright
4064	TDINR11	Indian Rupee To United States Dollar 11 Month Forward	India	FX	Refinitiv	Datastream	TDINR11	B	4064	USD	INR	USDINR	11m	Outright
4065	TDINR4M	Indian Rupee To United States Dollar 4 Month Forward	India	FX	Refinitiv	Datastream	TDINR4M	B	4065	USD	INR	USDINR	4m	Outright
4066	TDINR5M	Indian Rupee To United States Dollar 5 Month Forward	India	FX	Refinitiv	Datastream	TDINR5M	B	4066	USD	INR	USDINR	5m	Outright
4067	TDINR7M	Indian Rupee To United States Dollar 7 Month Forward	India	FX	Refinitiv	Datastream	TDINR7M	B	4067	USD	INR	USDINR	7m	Outright
4068	TDINR8M	Indian Rupee To United States Dollar 8 Month Forward	India	FX	Refinitiv	Datastream	TDINR8M	B	4068	USD	INR	USDINR	8m	Outright
4069	TDINRON	Indian Rupee To United States Dollar Overnight	India	FX	Refinitiv	Datastream	TDINRON	B	4069	USD	INR	USDINR	ON	Outright
4070	TDINRSN	Indian Rupee To United States Dollar Tomorrow-Next	India	FX	Refinitiv	Datastream	TDINRSN	B	4070	USD	INR	USDINR	TN	Outright
4071	TDINRSW	Indian Rupee To United States Dollar Spot-Week	India	FX	Refinitiv	Datastream	TDINRSW	B	4071	USD	INR	USDINR	SW	Outright
4072	TDINRTN	Indian Rupee To United States Dollar Tomorrow-Next	India	FX	Refinitiv	Datastream	TDINRTN	B	4072	USD	INR	USDINR	TN	Outright
4073	TDISKON	Icelandic Krona To United States Dollar Overnight	Iceland	FX	Refinitiv	Datastream	TDISKON	B	4073	USD	ISK	USDISK	ON	Outright
4074	TDISKTN	Icelandic Krona To United States Dollar Tomorrow-Next	Iceland	FX	Refinitiv	Datastream	TDISKTN	B	4074	USD	ISK	USDISK	TN	Outright
4075	TDJP15M	Japanese Yen To United States Dollar 15 Month Forward	Japan	FX	Refinitiv	Datastream	TDJP15M	B	4075	USD	JPY	USDJPY	15m	Outright
4076	TDJP21M	Japanese Yen To United States Dollar 21 Month Forward	Japan	FX	Refinitiv	Datastream	TDJP21M	B	4076	USD	JPY	USDJPY	21m	Outright
4077	TDJPY11	Japanese Yen To United States Dollar 11 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY11	B	4077	USD	JPY	USDJPY	11m	Outright
4078	TDJPY12	Japanese Yen To United States Dollar 12 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY12	B	4078	USD	JPY	USDJPY	12y	Outright
4079	TDJPY15	Japanese Yen To United States Dollar 15 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY15	B	4079	USD	JPY	USDJPY	15y	Outright
4080	TDJPY18	Japanese Yen To United States Dollar 18 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY18	B	4080	USD	JPY	USDJPY	18m	Outright
4081	TDJPY20	Japanese Yen To United States Dollar 20 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY20	B	4081	USD	JPY	USDJPY	20y	Outright
4082	TDJPY2Y	Japanese Yen To United States Dollar 2 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY2Y	B	4082	USD	JPY	USDJPY	2y	Outright
4083	TDJPY3Y	Japanese Yen To United States Dollar 3 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY3Y	B	4083	USD	JPY	USDJPY	3y	Outright
4084	TDJPY4M	Japanese Yen To United States Dollar 4 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY4M	B	4084	USD	JPY	USDJPY	4m	Outright
4085	TDJPY4Y	Japanese Yen To United States Dollar 4 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY4Y	B	4085	USD	JPY	USDJPY	4y	Outright
4086	TDJPY5M	Japanese Yen To United States Dollar 5 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY5M	B	4086	USD	JPY	USDJPY	5m	Outright
4087	TDJPY5Y	Japanese Yen To United States Dollar 5 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY5Y	B	4087	USD	JPY	USDJPY	5y	Outright
4088	TDJPY6Y	Japanese Yen To United States Dollar 6 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY6Y	B	4088	USD	JPY	USDJPY	6y	Outright
4089	TDJPY7M	Japanese Yen To United States Dollar 7 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY7M	B	4089	USD	JPY	USDJPY	7m	Outright
4090	TDJPY7Y	Japanese Yen To United States Dollar 7 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY7Y	B	4090	USD	JPY	USDJPY	7y	Outright
4091	TDJPY8M	Japanese Yen To United States Dollar 8 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY8M	B	4091	USD	JPY	USDJPY	8m	Outright
4092	TDJPY8Y	Japanese Yen To United States Dollar 8 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY8Y	B	4092	USD	JPY	USDJPY	8y	Outright
4093	TDJPY9Y	Japanese Yen To United States Dollar 9 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY9Y	B	4093	USD	JPY	USDJPY	9y	Outright
4094	TDJPYON	Japanese Yen To United States Dollar Overnight	Japan	FX	Refinitiv	Datastream	TDJPYON	B	4094	USD	JPY	USDJPY	ON	Outright
4095	TDJPYSN	Japanese Yen To United States Dollar Tomorrow-Next	Japan	FX	Refinitiv	Datastream	TDJPYSN	B	4095	USD	JPY	USDJPY	TN	Outright
4096	TDJPYTN	Japanese Yen To United States Dollar Tomorrow-Next	Japan	FX	Refinitiv	Datastream	TDJPYTN	B	4096	USD	JPY	USDJPY	TN	Outright
4097	TDJPYXM	Japanese Yen To United States Dollar 10 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPYXM	B	4097	USD	JPY	USDJPY	10m	Outright
4098	TDJPYXY	Japanese Yen To United States Dollar 10 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPYXY	B	4098	USD	JPY	USDJPY	10y	Outright
4099	TDKHRSP	Cambodian Riel To United States Dollar Spot	Cambodia	FX	Refinitiv	Datastream	TDKHRSP	B	4099	USD	KHR	USDKHR	0m	Outright
4100	TDKPWSP	North Korean Won To United States Dollar Spot	North Korea	FX	Refinitiv	Datastream	TDKPWSP	B	4100	USD	KPW	USDKPW	0m	Outright
4101	TDKWDSN	Kuwaiti Dinar To United States Dollar Tomorrow-Next	Kuwait	FX	Refinitiv	Datastream	TDKWDSN	B	4101	USD	KWD	USDKWD	TN	Outright
4102	TDLRDSP	Liberian Dollar To United States Dollar Spot	Liberia	FX	Refinitiv	Datastream	TDLRDSP	B	4102	USD	LRD	USDLRD	0m	Outright
4103	TDLYDSP	Libyan Dinar To United States Dollar Spot	Libya	FX	Refinitiv	Datastream	TDLYDSP	B	4103	USD	LYD	USDLYD	0m	Outright
4104	TDMXN2Y	Mexican Peso To United States Dollar 2 Year Forward	Mexico	FX	Refinitiv	Datastream	TDMXN2Y	B	4104	USD	MXN	USDMXN	2y	Outright
4105	TDMXN3Y	Mexican Peso To United States Dollar 3 Year Forward	Mexico	FX	Refinitiv	Datastream	TDMXN3Y	B	4105	USD	MXN	USDMXN	3y	Outright
4106	TDMXN5Y	Mexican Peso To United States Dollar 5 Year Forward	Mexico	FX	Refinitiv	Datastream	TDMXN5Y	B	4106	USD	MXN	USDMXN	5y	Outright
4107	TDMXNON	Mexican Peso To United States Dollar Overnight	Mexico	FX	Refinitiv	Datastream	TDMXNON	B	4107	USD	MXN	USDMXN	ON	Outright
